,Name,Pos,Org,Top 100,Org Rk,Age_x,TJ Date,FB Type,FB,SL,CB,CH,CMD,RPM FB,RPM Break,Sits,Tops,FV,playerId,avg_fastest_speed,avg_spin,K/9,IP,BB/9,Age_y,ERA,height,weight,throws
183,Alex Scherff,SIRP,MIN,,27,23.6777777,,,55 / 55,45 / 45,,60 / 60,30 / 35,,,"['93', '96']",,40,sa3005397,94.5,,7.5,199.1,4.07,—,4.695652249,"6' 3""",205,R
184,Edwar Colina,SIRP,MIN,,28,24.4333333,,Sink,60 / 60,50 / 55,,40 / 40,40 / 45,2400.0,2800.0,"['94', '98']",100.0,40,20589,96.0,2600.0,9.08,206.2,4.06,—,2.787096757,"5' 11""",240,R
185,Joey Murray,MIRP,TOR,,17,25.0444444,,Rise,50 / 55,50 / 55,50 / 55,40 / 45,40 / 45,2450.0,2700.0,"['88', '91']",93.0,40,sa3007234,89.5,2575.0,11.48,163.0,3.64,—,2.595090445,"6' 2""",195,R
186,Jovani Moran,SIRP,MIN,,29,24.4583333,,Rise,45 / 45,45 / 45,,70 / 70,40 / 40,2300.0,2475.0,"['90', '93']",95.0,40,20422,91.5,2387.5,12.88,113.2,5.49,—,3.008798535,"6' 1""",180,L
187,Yovanny Cruz,SP,CHC,,36,22.1277777,,Sink/Tail,65 / 70,45 / 50,,50 / 60,30 / 45,1900.0,2100.0,"['97', '99']",100.0,40,sa3002951,98.0,2000.0,10.35,72.2,4.86,—,3.839447761,"6' 1""",190,R
188,Jackson Rees,SIRP,TOR,,19,27.1916666,,Sink,50 / 50,,70 / 70,,35 / 35,2350.0,2750.0,"['91', '94']",95.0,40,sa3007818,92.5,2550.0,12.04,83.0,2.49,—,1.843374129,"6' 4""",210,R
189,Eric Pardinho,SP,TOR,,20,20.7611111,2/11/2020,Sink,40 / 50,45 / 50,50 / 55,45 / 50,35 / 55,2100.0,2100.0,"['90', '93']",94.0,40,sa968102,91.5,2100.0,10.22,87.2,3.41,—,2.566538993,"5' 10""",170,R
190,Benjamin Rodriguez,SP,CHC,,38,22.2,,Rise,45 / 50,,45 / 55,40 / 50,30 / 50,2300.0,,"['90', '92']",94.0,40,sa3004962,91.0,,6.65,115.0,4.38,—,3.991304215,"6' 1""",165,R
191,Adam Kloffenstein,SP,TOR,,21,21.1222222,,Sink,45 / 50,50 / 55,40 / 45,40 / 50,30 / 50,2000.0,2300.0,"['88', '92']",94.0,40,sa3008578,90.0,2150.0,9.26,66.1,3.95,—,2.170855437,"6' 5""",243,R
192,Cory Abbott,SP,CHC,,40,26.0527777,,Tail,40 / 40,50 / 50,45 / 45,45 / 45,55 / 55,2350.0,2500.0,"['88', '93']",95.0,40,20277,90.5,2425.0,10.23,261.2,3.38,—,2.785983592,"6' 2""",210,R
193,Cayne Ueckert,SIRP,CHC,,41,25.3638888,,Rise,60 / 60,50 / 55,,,40 / 45,,,"['95', '98']",99.0,40,sa3010789,96.5,,10.09,23.2,5.04,—,1.901405743,"6' 3""",195,R
194,Josh Burgmann,SP,CHC,,42,23.7,4/1/2017,,40 / 45,40 / 50,55 / 60,40 / 45,35 / 50,2350.0,3000.0,"['91', '93']",97.0,40,sa3011409,92.0,2675.0,10.42,19.0,1.42,—,3.789473684,"6' 0""",205,R
195,Dylan Coleman,SIRP,KCR,,18,23.0638888,,Tail/Rise,65 / 65,55 / 55,,,40 / 40,2500.0,2650.0,"['96', '100']",101.0,40,22276,98.0,2575.0,10.89,56.2,5.28,—,3.176467002,"6' 5""",230,R
196,Manuel Rodriguez,SIRP,CHC,,44,25.175,,,65 / 65,,55 / 55,,35 / 35,2350.0,,"['94', '97']",99.0,40,20794,95.5,,13.33,87.1,6.41,—,5.358780577,"5' 11""",205,R
197,Josh Dye,MIRP,KCR,,21,25.0694444,,Sink/Tail,35 / 40,,50 / 50,55 / 55,50 / 60,2000.0,,"['88', '91']",92.0,40,sa3007485,89.5,,10.56,103.1,2.62,—,2.961288446,"6' 5""",180,L
198,Yohanse Morel,MIRP,KCR,,27,21.1277777,,Sink,45 / 45,45 / 50,,55 / 60,35 / 50,2300.0,2550.0,"['89', '93']",94.0,40,sa3005685,91.0,2425.0,9.9,99.1,4.72,—,5.073825678,"6' 0""",170,R
199,Jon Heasley,SIRP,KCR,,29,24.7,,,55 / 55,40 / 45,,55 / 60,35 / 40,2350.0,2800.0,"['91', '94']",96.0,40,22224,92.5,2575.0,8.55,163.1,3.26,—,3.746930404,"6' 3""",225,R
200,Charlie Neuweiler,SP,KCR,,30,22.6694444,,,40 / 40,,55 / 60,,35 / 55,2350.0,2700.0,"['88', '92']",93.0,40,sa3004345,90.0,2525.0,9.03,208.2,4.8,—,4.744401197,"6' 1""",205,R
201,Ronald Bolanos,SP,KCR,,33,25.1277777,,Sink,60 / 60,45 / 45,45 / 45,45 / 45,40 / 45,2250.0,2650.0,"['90', '96']",99.0,40,20041,93.0,2450.0,9.17,255.1,4.45,—,4.370756027,"6' 2""",230,R
202,Junior Santos,SP,NYM,,11,20.1472222,,Tail,50 / 60,45 / 50,,40 / 50,20 / 45,2350.0,2150.0,"['89', '93']",95.0,40,sa3005470,91.0,2250.0,7.48,90.2,4.09,—,3.67279283,"6' 8""",218,R
203,Ismael Aquino,SIRP,KCR,,36,23.1027777,,,60 / 65,,,40 / 45,30 / 40,2300.0,2050.0,"['93', '96']",98.0,40,sa3003104,94.5,2175.0,10.41,63.1,6.99,—,5.968414881,"6' 2""",170,R
204,Jose Butto,SP,NYM,,14,23.5555555,,Tail,40 / 40,45 / 50,,55 / 60,50 / 55,2350.0,,"['89', '94']",96.0,40,sa3003166,91.5,,8.57,172.2,3.4,—,3.700771519,"6' 1""",160,R
205,Thomas Szapucki,MIRP,NYM,,15,25.325,7/19/2017,Tail,50 / 55,,60 / 60,40 / 45,40 / 45,2200.0,2400.0,"['88', '94']",96.0,40,21065,91.0,2300.0,10.59,61.2,4.85,—,2.627025592,"6' 2""",220,L
206,Ryley Gilliam,SIRP,NYM,,16,25.1611111,,Rise,55 / 55,20 / 55,55 / 55,,30 / 35,2600.0,2800.0,"['94', '95']",96.0,40,sa3008225,94.5,2700.0,13.98,56.0,5.3,—,4.821425944,"5' 10""",170,R
207,Franklyn Kilome,SIRP,NYM,,17,26.2888888,10/24/2018,Sink,55 / 55,40 / 40,60 / 60,50 / 50,40 / 40,2450.0,2200.0,"['92', '96']",97.0,40,17861,94.0,2325.0,8.04,140.0,4.63,—,4.178571429,"6' 6""",215,R
208,Joshua Cornielly,SP,NYM,,18,20.7333333,,Rise,40 / 45,,40 / 50,45 / 55,40 / 55,2150.0,,"['88', '93']",95.0,40,sa3005890,90.5,,9.71,73.2,2.7,—,4.276016254,"6' 2""",175,R
209,Josias De Los Santos,SIRP,SEA,,23,22.1944444,,,50 / 55,50 / 55,,,45 / 50,2300.0,2450.0,"['90', '95']",97.0,40,sa3006508,92.5,2375.0,6.9,146.0,3.64,—,4.869873066,"6' 2""",175,R
210,Matthew Thompson,SP,CHW,,8,21.1611111,,Rise,45 / 55,,45 / 55,40 / 50,30 / 45,2300.0,2100.0,"['91', '94']",96.0,40,sa3011866,92.5,2200.0,9.0,2.0,0.0,—,0.0,"6' 3""",184,R
211,Jordany Ventura,SP,NYM,,21,21.2583333,,Cut/Rise,45 / 55,50 / 55,,40 / 50,40 / 50,2450.0,,"['91', '94']",95.0,40,sa3008542,92.5,,8.69,59.0,5.34,—,3.355933939,"6' 0""",165,R
212,Andrew Dalquist,SP,CHW,,9,20.9055555,,Tail,40 / 45,40 / 50,45 / 55,40 / 50,35 / 55,2100.0,2300.0,"['91', '93']",95.0,40,sa3011841,92.0,2200.0,6.0,3.0,6.0,—,0.0,"6' 2""",170,R
213,Tim Cate,SIRP,WSN,,17,24.025,1/1/2013,Rise,40 / 45,,60 / 60,40 / 45,45 / 45,2100.0,2400.0,"['87', '91']",93.0,40,sa3007926,89.0,2250.0,8.48,195.2,2.35,—,3.587735548,"6' 0""",200,L
214,Jonathan Stiever,SP,CHW,,10,24.4083333,,Sink,40 / 45,45 / 50,45 / 45,50 / 55,45 / 55,2350.0,2300.0,"['90', '94']",95.0,40,24584,92.0,2325.0,10.04,173.0,2.29,—,3.589595376,"6' 2""",205,R
215,Mason Thompson,SIRP,WSN,,21,23.6361111,3/18/2015,,50 / 60,50 / 50,40 / 55,50 / 60,30 / 35,2350.0,2350.0,"['91', '95']",97.0,40,21850,93.0,2350.0,9.14,120.1,5.25,—,5.459835324,"6' 6""",223,R
216,Joan Adon,SIRP,WSN,,22,23.1583333,,,50 / 55,45 / 45,,50 / 55,40 / 40,2250.0,2150.0,"['92', '96']",98.0,40,22925,94.0,2200.0,8.65,135.2,5.53,—,3.914003942,"6' 2""",225,R
217,Kade McClure,MIRP,CHW,,16,25.6583333,,Rise,50 / 55,50 / 55,45 / 50,,45 / 50,2300.0,2350.0,"['92', '94']",95.0,40,sa915622,93.0,2325.0,7.78,163.1,2.76,—,3.195919064,"6' 7""",230,R
218,Tyler Johnson,SIRP,CHW,,19,26.1333333,,Cut,60 / 60,,55 / 55,40 / 45,30 / 40,2350.0,2350.0,"['93', '95']",97.0,40,sa915688,94.0,2350.0,13.33,89.1,2.93,—,1.81343352,"6' 3""",205,R
219,Hector Yan,MIRP,LAA,,15,22.4527777,,Tail,50 / 65,45 / 45,,40 / 45,30 / 40,2150.0,2450.0,"['90', '94']",96.0,40,sa917194,92.0,2300.0,11.53,138.2,5.99,—,3.634614501,"5' 11""",180,L
220,Packy Naughton,MIRP,LAA,,18,25.4805555,,Tail,45 / 45,45 / 50,40 / 40,50 / 50,55 / 55,2000.0,2100.0,"['87', '92']",94.0,40,23292,89.5,2050.0,7.76,311.0,2.29,—,3.675237596,"6' 2""",195,L
221,Matt Sauer,SP,NYY,,22,22.7166666,4/1/2019,Tail,50 / 60,,50 / 55,40 / 50,35 / 45,2150.0,2600.0,"['92', '95']",96.0,40,sa3005118,93.5,2375.0,6.34,75.2,4.07,—,3.687224515,"6' 4""",245,R
222,Nicio Rodriguez,SIRP,NYY,,24,22.1,,Rise,50 / 60,45 / 55,,,30 / 45,2500.0,2550.0,"['89', '94']",96.0,40,sa3011194,91.5,2525.0,11.74,23.0,8.61,—,7.434782609,"6' 3""",175,R
223,Aaron Hernandez,SIRP,LAA,,21,24.8527777,,,45 / 50,50 / 50,50 / 55,40 / 50,30 / 40,2200.0,2800.0,"['91', '95']",97.0,40,sa3008599,93.0,2500.0,10.1,72.2,6.61,—,4.458713412,"6' 2""",175,R
224,Prelander Berroa,SIRP,SFG,,27,21.475,,Tail,55 / 60,45 / 50,,45 / 55,30 / 40,2450.0,2400.0,"['92', '96']",98.0,40,sa3005069,94.0,2425.0,9.38,92.1,4.89,—,4.483754586,"5' 11""",170,R
225,Denny Larrondo,SP,NYY,,26,19.3583333,,Rise,45 / 60,,55 / 60,35 / 50,35 / 55,2500.0,2900.0,"['88', '92']",94.0,40,sa3010654,90.0,2700.0,6.73,32.1,8.69,—,5.010303546,"6' 2""",180,R
226,Kai-Wei Teng,SP,SFG,,29,22.8555555,,Sink,45 / 50,45 / 50,50 / 50,45 / 50,45 / 60,2450.0,2500.0,"['91', '94']",96.0,40,sa3007229,92.5,2475.0,9.95,122.1,3.54,—,2.280652766,"6' 4""",260,R
227,Sadrac Franco,SIRP,LAA,,24,21.3472222,,,50 / 55,,50 / 55,40 / 45,30 / 40,2300.0,,"['92', '96']",97.0,40,sa3005073,94.0,,9.13,60.1,5.69,—,5.668508586,"6' 0""",175,R
228,J.B. Bukauskas,SIRP,ARI,,23,24.9944444,,Tail,50 / 50,45 / 45,,70 / 70,40 / 40,2500.0,2450.0,"['92', '94']",96.0,40,20491,93.0,2475.0,10.71,151.2,5.12,—,4.153845175,"6' 0""",196,R
229,Conor Grammes,SIRP,ARI,,24,24.2222222,,Tail,65 / 70,60 / 70,,40 / 45,20 / 30,2200.0,2550.0,"['94', '97']",99.0,40,sa3011651,95.5,2375.0,11.92,15.1,5.96,—,4.108704681,"6' 1""",195,R
230,Michael Plassmeyer,SP,SFG,,33,24.9277777,,Tail,45 / 45,45 / 45,45 / 45,50 / 55,55 / 60,2300.0,2150.0,"['87', '91']",93.0,40,sa3006962,89.0,2225.0,8.83,156.0,1.85,—,1.961534696,"6' 2""",192,L
231,Riley O'Brien,SIRP,CIN,,19,26.675,,Tail,55 / 55,,55 / 60,45 / 50,40 / 50,2300.0,2600.0,"['92', '95']",97.0,40,20348,93.5,2450.0,9.9,191.0,4.52,—,2.968586328,"6' 4""",190,R
232,Jake Wong,SP,SFG,,34,25.1,,Sink,50 / 50,,45 / 50,45 / 50,45 / 55,2200.0,2450.0,"['91', '94']",96.0,40,sa3008100,92.5,2325.0,8.22,140.1,3.15,—,3.591449891,"6' 1""",210,R
233,Graham Ashcraft,SIRP,CIN,,22,23.6611111,,Rise,55 / 60,50 / 55,55 / 60,40 / 50,40 / 50,2600.0,2750.0,"['94', '96']",97.0,40,sa918274,95.0,2675.0,10.15,53.2,4.74,—,4.527947628,"6' 2""",218,R
234,Humberto Mejia,MIRP,ARI,,30,24.6,,Rise,50 / 50,45 / 45,55 / 55,40 / 45,40 / 45,2300.0,2350.0,"['90', '93']",95.0,40,20739,91.5,2325.0,8.71,153.0,2.35,—,2.588233584,"6' 3""",175,R
235,Josh Green,SP,ARI,,33,26.1083333,,Sink,50 / 50,50 / 50,55 / 55,45 / 50,45 / 50,2050.0,2550.0,"['92', '95']",96.0,40,sa3006701,93.5,2300.0,7.13,159.1,2.43,—,2.372385411,"6' 3""",210,R
236,Brian Howard,SP,OAK,,11,26.4555555,,,50 / 50,,45 / 50,45 / 50,50 / 55,2150.0,2500.0,"['89', '91']",93.0,40,sa918377,90.0,2325.0,8.71,283.2,3.02,—,3.616922153,"6' 9""",185,R
237,Brady Feigl,SP,OAK,,15,25.8666666,,Sink,45 / 45,,50 / 50,45 / 50,50 / 50,,,"['90', '93']",95.0,40,sa3007455,91.5,,8.6,160.1,2.98,—,3.985455456,"6' 4""",235,R
238,Grant Holmes,SIRP,OAK,,19,25.5472222,,Tail,50 / 50,55 / 55,,40 / 40,30 / 35,2250.0,2800.0,"['92', '94']",97.0,40,sa828669,93.0,2525.0,8.7,92.1,3.62,—,3.31407803,"6' 1""",215,R
239,Tyler Baum,MIRP,OAK,,20,23.7361111,,,50 / 55,,50 / 55,45 / 50,30 / 40,2250.0,,"['93', '95']",97.0,40,sa1054042,94.0,,10.13,30.2,2.68,—,4.695647014,"6' 0""",180,R
240,Jack Weisenburger,SIRP,OAK,,21,24.0027777,,,55 / 60,55 / 60,,45 / 45,40 / 40,,,"['93', '96']",97.0,40,sa3011607,94.5,,16.8,15.0,6.6,—,3.0,"6' 3""",220,R
241,Nick Robertson,SIRP,LAD,,21,23.2305555,3/1/2017,Rise,60 / 60,,60 / 60,,30 / 40,,,"['93', '96']",98.0,40,sa3011248,94.5,,12.86,16.1,1.12,—,1.653061546,"6' 6""",265,R
242,Parker Dunshee,SP,OAK,,23,26.6583333,,Tail,40 / 40,45 / 45,50 / 50,55 / 55,55 / 60,2150.0,2450.0,"['89', '92']",94.0,40,sa873274,90.5,2300.0,9.22,280.2,3.12,—,3.270783433,"6' 1""",205,R
243,Jasseel De La Cruz,SIRP,ATL,,15,24.2861111,,Rise,55 / 60,55 / 60,,40 / 45,40 / 40,2300.0,2750.0,"['91', '97']",99.0,40,sa879559,94.0,2525.0,8.29,202.0,4.23,—,3.787128713,"6' 1""",175,R
244,Kendall Williams,SP,LAD,,23,21.125,,Rise,50 / 55,,45 / 55,45 / 50,30 / 40,2150.0,2500.0,"['90', '94']",96.0,40,sa3011674,92.0,2325.0,10.69,16.0,4.5,—,1.125,"6' 6""",190,R
245,Victor Vodnik,SIRP,ATL,,16,22.0,,Rise,60 / 65,45 / 45,,50 / 55,30 / 40,2350.0,2200.0,"['92', '96']",98.0,40,sa3008527,94.0,2275.0,9.75,72.0,3.38,—,3.37500152,"6' 0""",200,R
246,William Woods,SIRP,ATL,,19,22.7777777,,Rise/Tail,55 / 60,45 / 55,,30 / 40,30 / 40,2400.0,,"['96', '99']",100.0,40,sa3007256,97.5,,9.86,71.2,5.44,—,4.144184098,"6' 3""",190,R
247,Jerming Rosario,SP,LAD,,27,19.4194444,,Tail,40 / 50,,40 / 45,50 / 60,25 / 60,2200.0,2250.0,"['89', '92']",94.0,40,sa3008678,90.5,2225.0,8.58,45.1,3.59,—,0.794118204,"6' 1""",175,R
248,Carlos Duran,SIRP,LAD,,29,20.1916666,,Sink,50 / 55,,55 / 60,40 / 50,25 / 50,2050.0,2700.0,"['89', '94']",96.0,40,sa3006404,91.5,2375.0,7.56,82.1,2.96,—,2.842106426,"6' 7""",250,R
249,Hunter Gaddis,MIRP,CLE,,27,23.5,,Rise,45 / 50,50 / 55,40 / 40,55 / 60,40 / 50,2250.0,2350.0,"['90', '93']",96.0,40,sa3010621,91.5,2300.0,14.45,33.0,1.91,—,2.727272727,"6' 6""",212,R
250,Edwin Uceta,SP,LAD,,33,23.75,,Tail,45 / 45,,50 / 55,50 / 55,45 / 55,2350.0,2300.0,"['89', '92']",94.0,40,20539,90.5,2325.0,10.07,243.2,3.66,—,3.324212895,"6' 0""",160,R
251,Carlos Vargas,SIRP,CLE,,30,21.9888888,1/1/2021,Sink,55 / 65,55 / 60,,35 / 45,30 / 40,2250.0,2400.0,"['94', '97']",99.0,40,sa3007467,95.5,2325.0,9.0,112.0,4.26,—,4.339285566,"6' 3""",180,R
252,Damon Casetta-Stubbs,SIRP,CLE,,33,22.2138888,,Tail,45 / 50,50 / 55,55 / 60,30 / 30,40 / 50,2200.0,2400.0,"['89', '93']",95.0,40,sa3008387,91.0,2300.0,8.33,123.1,4.97,—,5.618920378,"6' 4""",220,R
253,Raymond Burgos,MIRP,CLE,,34,22.8611111,9/7/2016,Tail,50 / 50,40 / 45,50 / 50,55 / 55,45 / 50,2200.0,2350.0,"['91', '94']",96.0,40,sa918469,92.5,2275.0,10.22,94.2,2.87,—,3.422535096,"6' 5""",170,L
254,James McArthur,SP,PHI,,18,24.8277777,,Rise,55 / 60,50 / 55,50 / 55,35 / 40,30 / 45,2400.0,2800.0,"['93', '95']",96.0,40,sa3007715,94.0,2600.0,9.69,117.0,5.0,—,3.692307692,"6' 5""",230,R
255,Dominic Pipkin,SP,PHI,,19,21.9277777,,Sink,50 / 60,40 / 45,40 / 45,45 / 55,35 / 50,2100.0,2000.0,"['90', '95']",98.0,40,sa3007896,92.5,2050.0,5.52,101.1,5.88,—,4.707233623,"6' 4""",170,R
256,Gunner Mayer,SP,PHI,,20,21.2,,Rise,45 / 55,50 / 60,,30 / 45,30 / 50,2400.0,2350.0,"['90', '94']",95.0,40,sa3011199,92.0,2375.0,11.11,8.1,4.44,—,5.40000206,"6' 6""",190,R
257,John Doxakis,MIRP,TBR,,22,23.1361111,,SInk/Tail,40 / 45,50 / 55,,50 / 55,45 / 60,2250.0,2400.0,"['88', '92']",93.0,40,sa1115967,90.0,2325.0,8.66,32.2,3.91,—,1.928569552,"6' 4""",215,L
258,Ethan Lindow,SP,PHI,,22,22.9833333,,Tail,50 / 50,45 / 45,50 / 50,40 / 45,45 / 55,2200.0,2350.0,"['87', '90']",92.0,40,sa3005028,88.5,2275.0,9.09,180.2,2.4,—,2.39114344,"6' 3""",180,L
259,Antonio Jimenez,MIRP,TBR,,23,20.425,,Rise/Tail,45 / 55,55 / 60,,40 / 50,30 / 50,,,"['91', '95']",96.0,40,sa3008074,93.0,,9.88,80.2,6.06,—,2.900825235,"5' 11""",145,L
260,Eduar Segovia,SP,PHI,,23,20.7472222,,Tail,45 / 50,50 / 55,,30 / 45,30 / 50,2250.0,2300.0,"['92', '95']",97.0,40,sa3008374,93.5,2275.0,11.4,45.0,5.2,—,1.8,"6' 0""",205,R
261,Michael Mercado,SP,TBR,,24,22.4833333,,,45 / 50,40 / 50,45 / 55,,45 / 55,2200.0,2250.0,"['90', '94']",95.0,40,sa3005024,92.0,2225.0,6.84,50.0,3.06,—,5.22,"6' 4""",175,R
262,Zac Lowther,SP,BAL,,20,25.4416666,,Tail,40 / 40,,45 / 45,55 / 60,45 / 50,2200.0,2550.0,"['88', '91']",94.0,40,20243,89.5,2375.0,10.12,271.2,3.62,—,2.385275761,"6' 2""",235,L
263,Tyler Phillips,SP,PHI,,24,23.95,,,40 / 40,40 / 45,50 / 50,55 / 55,55 / 70,2200.0,2300.0,"['92', '94']",96.0,40,sa875646,93.0,2250.0,7.81,264.0,1.77,—,3.170454591,"6' 5""",225,R
264,Adonis Medina,SP,PHI,,25,24.8083333,,Sink/Tail,40 / 40,45 / 45,,55 / 60,50 / 55,2200.0,2500.0,"['90', '94']",96.0,40,19903,92.0,2350.0,8.5,217.0,4.23,—,4.520737327,"6' 1""",187,R
265,Starlyn Castillo,SP,PHI,,26,19.625,,Tail,55 / 60,55 / 60,,40 / 50,30 / 45,2250.0,2500.0,"['93', '95']",97.0,40,sa3011608,94.0,2375.0,9.89,9.1,7.91,—,7.714288342,"6' 0""",210,R
266,Neraldo Catalina,SIRP,TBR,,27,21.3,,Tail,60 / 70,45 / 55,,,30 / 35,2300.0,2200.0,"['93', '96']",97.0,40,sa1172730,94.5,2250.0,9.86,21.0,7.29,—,2.142857143,"6' 6""",202,R
267,Tanner Dodson,SIRP/CF,TBR,,29,24.4166666,,,55 / 60,55 / 60,,45 / 50,40 / 45,2250.0,2450.0,"['91', '95']",97.0,40,sa3007008,93.0,2350.0,8.57,42.0,4.07,—,3.0,"6' 1""",170,R
268,Isaac Mattson,SIRP,BAL,,27,26.2361111,,Rise,55 / 55,55 / 55,,40 / 45,45 / 45,2300.0,2000.0,"['92', '94']",96.0,40,20385,93.0,2150.0,10.5,167.2,3.55,—,3.166998708,"6' 2""",205,R
269,Tommy Romero,MIRP,TBR,,32,24.2527777,,Cut/Rise,50 / 50,,45 / 45,45 / 50,50 / 55,2200.0,,"['90', '93']",94.0,40,sa3004469,91.5,,8.36,253.1,3.41,—,2.557898101,"6' 2""",225,R
270,Drew Rom,SP,BAL,,29,21.8166666,,Rise,30 / 45,50 / 55,,,45 / 55,2350.0,2300.0,"['88', '92']",93.0,40,sa3007848,90.0,2325.0,10.71,126.0,3.29,—,2.642857183,"6' 2""",170,L
271,Hunter Harvey,SIRP,BAL,,30,26.8333333,7/26/2016,Rise,60 / 60,,55 / 55,,40 / 40,2400.0,2200.0,"['92', '97']",99.0,40,15507,94.5,2300.0,9.42,108.0,3.67,—,5.166666575,"6' 3""",210,R
272,Alexander Wells,SP,BAL,,31,24.6166666,,Rise,35 / 35,45 / 45,55 / 55,50 / 55,60 / 70,2250.0,2550.0,"['86', '89']",91.0,40,19845,87.5,2400.0,6.81,272.1,2.18,—,3.205634366,"6' 1""",190,L
273,Ryan Feltner,SP,COL,,21,25.1027777,,Tail/Rise,50 / 50,50 / 50,45 / 50,50 / 55,40 / 50,2300.0,2650.0,"['91', '93']",95.0,40,21446,92.0,2475.0,9.35,149.2,3.62,—,4.209353173,"6' 4""",190,R
274,Cody Poteet,SP,MIA,,24,27.1916666,,Sink/Tail,45 / 45,50 / 50,45 / 45,55 / 55,50 / 50,,,"['92', '95']",96.0,40,18769,93.5,,7.05,281.0,3.36,—,4.291810344,"6' 1""",190,R
275,Evan Fitterer,SP,MIA,,25,21.2861111,,,45 / 50,45 / 50,50 / 55,40 / 50,35 / 55,2350.0,2550.0,"['90', '92']",94.0,40,sa3011433,91.0,2450.0,7.7,22.2,6.89,—,2.3823494,"6' 3""",192,R
